Store Number,City,State/Province,Country,Longitude,Latitude
2510-32379,Chicago,IL,US,-87.64,41.89
2255-1248,Chicago,IL,US,-87.64,41.88
14256-129404,Chicago,IL,US,-87.68,41.92
2565-43784,Chicago,IL,US,-87.64,41.88
72326-5711,Chicago,IL,US,-87.9,41.98
72318-5706,Chicago,IL,US,-87.91,41.98
2827-87440,Chicago,IL,US,-87.6,41.8
216-1404,Chicago,IL,US,-87.62,41.89
2624-49139,Chicago,IL,US,-87.59,41.77
226-177445,Chicago,IL,US,-87.59,41.8
75964-105730,Chicago,IL,US,-87.62,41.87
2515-33579,Chicago,IL,US,-87.65,41.92
2428-18819,Chicago,IL,US,-87.66,42
13522-106970,Chicago,IL,US,-87.71,41.98
21751-213784,Chicago,IL,US,-87.63,41.89
23953-232510,Chicago,IL,US,-87.64,41.9
72324-5710,Chicago,IL,US,-87.91,41.98
2201-611,Chicago,IL,US,-87.65,41.95
20797-208104,Chicago,IL,US,-87.69,41.95
10905-103133,Chicago,IL,US,-87.67,41.71
27508-247131,Chicago,IL,US,-87.64,41.88
14553-131784,Chicago,IL,US,-87.67,41.93
211-1432,Chicago,IL,US,-87.64,41.88
2252-1223,Chicago,IL,US,-87.73,41.99
29947-254252,CHICAGO,IL,US,-87.64,41.93
9426-89861,Chicago,IL,US,-87.66,41.89
212-1430,Chicago,IL,US,-87.63,41.88
72407-3789,Chicago,IL,US,-87.91,41.98
2261-1249,Chicago,IL,US,-87.64,41.88
217-1403,Chicago,IL,US,-87.65,41.92
2929-85123,Chicago,IL,US,-87.71,41.99
72245-35979,Chicago,IL,US,-87.9,41.98
13710-108121,Chicago,IL,US,-87.63,41.89
26720-243105,Chicago,IL,US,-87.62,41.9
2215-631,Chicago,IL,US,-87.63,41.9
28778-239046,Chicago,IL,US,-87.62,41.89
2247-1040,Chicago,IL,US,-87.63,41.88
70045-74511,Chicago,IL,US,-87.63,41.88
223-1434,Chicago,IL,US,-87.63,41.89
225-692,Chicago,IL,US,-87.63,41.89
2370-8852,Chicago,IL,US,-87.63,41.91
13319-105510,Chicago,IL,US,-87.63,41.88
10957-103358,Chicago,IL,US,-87.62,41.89
72382-5712,Chicago,IL,US,-87.9,41.98
2401-13787,Chicago,IL,US,-87.64,41.9
2410-12599,Chicago,IL,US,-87.64,41.88
2378-6046,Chicago,IL,US,-87.69,41.96
72316-5704,Chicago,IL,US,-87.91,41.98
238-1456,Chicago,IL,US,-87.63,41.88
17743-168006,Chicago,IL,US,-87.69,41.99
2491-25507,Chicago,IL,US,-87.68,41.96
228-1407,Chicago,IL,US,-87.65,41.92
213-1431,Chicago,IL,US,-87.63,41.88
72323-5709,Chicago,IL,US,-87.9,41.97
2213-535,Chicago,IL,US,-87.62,41.89
27892-248045,Chicago,IL,US,-87.65,41.78
2234-756,Chicago,IL,US,-87.63,41.88
8891-137844,Chicago,IL,US,-87.9,41.98
2337-1437,Chicago,IL,US,-87.63,41.89
236-1411,Chicago,IL,US,-87.63,41.9
8954-94895,Chicago,IL,US,-87.71,41.96
2226-657,Chicago,IL,US,-87.63,41.88
2949-92500,Chicago,IL,US,-87.8,41.91
2545-38959,Chicago,IL,US,-87.63,41.88
233-1435,Chicago,IL,US,-87.63,41.88
9942-97688,Chicago,IL,US,-87.63,41.74
206-1399,Chicago,IL,US,-87.64,41.92
72384-5713,Chicago,IL,US,-87.9,41.97
2635-63720,Chicago,IL,US,-87.66,41.97
76275-90356,Chicago,IL,US,-87.63,41.87
2492-25587,Chicago,IL,US,-87.7,41.93
2615-54899,Chicago,IL,US,-87.68,41.94
22949-225804,Chicago,IL,US,-87.62,41.89
11125-104195,Chicago,IL,US,-87.66,41.93
26368-241594,Chicago,IL,US,-87.64,41.94
10366-101026,Chicago,IL,US,-87.63,41.88
282-1425,Chicago,IL,US,-87.63,41.87
2568-42919,Chicago,IL,US,-87.74,41.95
72145-8809,Chicago,IL,US,-87.64,41.86
2445-20980,Chicago,IL,US,-87.66,41.98
11719-103965,Chicago,IL,US,-87.65,41.88
2527-32799,Chicago,IL,US,-87.65,41.88
19549-197684,Chicago,IL,US,-87.62,41.89
75212-90962,Chicago,IL,US,-87.63,41.88
2223-653,Chicago,IL,US,-87.67,41.94
2375-7488,Chicago,IL,US,-87.63,41.89
10199-99007,Chicago,IL,US,-87.63,41.88
24173-212246,Chicago,IL,US,-87.6,41.79
19652-194364,Chicago,IL,US,-87.64,41.9
2334-3016,Chicago,IL,US,-87.63,41.91
23956-230847,Chicago,IL,US,-87.67,41.91
72317-5705,Chicago,IL,US,-87.9,41.98
2756-87441,Chicago,IL,US,-87.64,41.88
23421-230088,Chicago,IL,US,-87.64,41.89
2412-15497,Chicago,IL,US,-87.64,41.9
232-1436,Chicago,IL,US,-87.63,41.89
11751-104546,Chicago,IL,US,-87.69,42.02
2372-8853,Chicago,IL,US,-87.74,41.81
10955-103482,Chicago,IL,US,-87.63,41.89
22423-216844,Chicago,IL,US,-87.63,41.9
72315-5703,Chicago,IL,US,-87.9,41.97
231-174564,Chicago,IL,US,-87.66,41.94
209-1429,Chicago,IL,US,-87.62,41.89
2639-55899,Chicago,IL,US,-87.63,41.87
2218-635,Chicago,IL,US,-87.65,41.93
23829-134237,Chicago,IL,US,-87.62,41.9
47692-256629,CHICAGO,IL,US,-87.6,41.8
16696-73173,Chicago,IL,US,-87.65,41.91
2369-8625,Chicago,IL,US,-87.68,41.94
257-1457,Chicago,IL,US,-87.64,41.88
23952-232509,Chicago,IL,US,-87.67,42.02
2494-27087,Chicago,IL,US,-87.66,41.93
289-1426,Chicago,IL,US,-87.64,41.88
72622-28127,Chicago,IL,US,-87.63,41.88
13439-107188,Chicago,IL,US,-87.73,41.97
2449-20519,Chicago,IL,US,-87.68,41.95
72624-28167,Chicago,IL,US,-87.63,41.88
10506-108336,Chicago,IL,US,-87.68,41.93
28665-250054,Chicago Ridge,IL,US,-87.78,41.72
76375-96994,Cicero,IL,US,-87.74,41.84
2388-12228,Clarendon Hills,IL,US,-87.95,41.8
13947-108651,Collinsville,IL,US,-90.01,38.68
23959-103303,Countryside,IL,US,-87.88,41.79
19634-178947,Countryside,IL,US,-87.87,41.78
2566-245715,Crestwood,IL,US,-87.74,41.65
17358-162104,Crystal Lake,IL,US,-88.31,42.23
11490-103873,Crystal Lake,IL,US,-88.29,42.21
2556-42160,Crystal Lake,IL,US,-88.32,42.24
29650-253957,Darien,IL,US,-87.97,41.75
76313-95701,Decatur,IL,US,-88.96,39.89
10449-98524,Decatur,IL,US,-88.96,39.89
12939-154904,Deer Park,IL,US,-88.05,42.16
28624-249945,Deer Park,IL,US,-88.05,42.16
2248-189624,Deerfield,IL,US,-87.84,42.15
2381-2954,Deerfield,IL,US,-87.84,42.17
9705-95477,Dekalb,IL,US,-88.72,41.96
5102-144970,DeKalb,IL,US,-88.73,41.95
75794-91842,DeKalb,IL,US,-88.74,41.9
10826-102732,Dekalb,IL,US,-88.77,41.93
10906-103100,Des Plaines,IL,US,-87.88,42
13440-104626,Des Plaines,IL,US,-87.89,42.03
21379-208368,Downers Grove,IL,US,-88.02,41.83
2259-596,Downers Grove,IL,US,-87.99,41.81
19854-202424,Downers Grove,IL,US,-88.01,41.81
266-1467,Downers Grove,IL,US,-88.01,41.8
17550-182784,East Peoria,IL,US,-89.59,40.67
75133-64500,Edwardsville,IL,US,-90,38.79
13852-108653,Edwardsville,IL,US,-89.95,38.79
9648-96552,Effingham,IL,US,-88.57,39.14
50207-271146,Elburn,IL,US,-88.47,41.9
76185-90359,Elgin,IL,US,-88.34,42.03
10239-100045,Elgin,IL,US,-88.34,42.09
2535-34059,Elk Grove Village,IL,US,-87.96,42.01
23211-103857,Elk Grove Village,IL,US,-88.02,42
15749-162105,Elk Grove Village,IL,US,-88.01,42
23619-230010,Elmhurst,IL,US,-87.94,41.92
9397-95972,Elmhurst,IL,US,-87.97,41.91
259-1468,Elmhurst,IL,US,-87.94,41.9
15431-113186,Elmhurst,IL,US,-87.93,41.86
243-189444,Evanston,IL,US,-87.68,42.05
2444-20719,Evanston,IL,US,-87.68,42.03
255-1470,Evanston,IL,US,-87.7,42.06
75418-102336,Evanston,IL,US,-87.67,42.05
23091-227464,Evanston,IL,US,-87.7,42.04
241-1471,Evanston,IL,US,-87.68,42.04
76373-96998,Evanston,IL,US,-87.68,42.02
8667-86920,Evanston,IL,US,-87.73,42.06
28446-249931,Fairview Heights,IL,US,-89.98,38.6
76924-127273,Fairview Heights,IL,US,-89.99,38.57
11960-106990,Fairview Heights,IL,US,-89.98,38.6
29757-252385,Flossmoor,IL,US,-87.71,41.53
9909-98148,Forest Park,IL,US,-87.81,41.88
23951-233744,Fox River Grove,IL,US,-88.21,42.19
2299-1757,Frankfort,IL,US,-87.85,41.51
24096-231765,Galesburg,IL,US,-90.34,40.95
2650-67200,Geneva,IL,US,-88.34,41.89
285-1472,Geneva,IL,US,-88.31,41.89
2380-7809,Geneva,IL,US,-88.34,41.87
16383-165905,Glen Ellyn,IL,US,-88.07,41.84
9911-98894,Glen Ellyn,IL,US,-88.06,41.86
2205-1473,Glen Ellyn,IL,US,-88.07,41.88
210-1401,Glencoe,IL,US,-87.76,42.13
2279-242344,Glendale Heights,IL,US,-88.08,41.94
76251-90355,Glendale Heights,IL,US,-88.09,41.94
2239-950,Glenview,IL,US,-87.8,42.08
2683-72626,Glenview,IL,US,-87.82,42.09
72197-19919,Glenview,IL,US,-87.82,42.08
21357-178964,Glenview,IL,US,-87.87,42.11
247-1474,Glenview,IL,US,-87.85,42.1
11492-103312,Grayslake,IL,US,-88.03,42.34
19827-177044,Gurnee,IL,US,-87.96,42.38
2262-1299,Gurnee,IL,US,-87.96,42.39
13526-103969,Gurnee,IL,US,-87.94,42.38
76176-94132,Gurnee,IL,US,-87.97,42.38
23957-230845,Gurnee,IL,US,-87.96,42.39
2395-3910,Gurnee,IL,US,-87.98,42.39
10507-101201,Hainesville,IL,US,-88.07,42.35
9949-98563,Hanover Park,IL,US,-88.15,41.99
22861-222805,Harwood Heights,IL,US,-87.81,41.97
17751-168007,Highland Park,IL,US,-87.83,42.19
2543-33160,Highland Park,IL,US,-87.82,42.17
2471-26507,Highland Park,IL,US,-87.8,42.19
9912-98542,Highwood,IL,US,-87.82,42.22
70348-138020,Hillside,IL,US,-87.88,41.87
264-99350,Hinsdale,IL,US,-87.93,41.8
75792-91843,Hinsdale,IL,US,-87.91,41.79
2328-2934,Hinsdale,IL,US,-87.92,41.82
75461-103858,Hoffman Estates,IL,US,-88.14,42.05
76563-98134,Hoffman Estates,IL,US,-88.19,42.07
13754-108020,Hoffman Estates,IL,US,-88.14,42.06
2585-225204,Hoffman Estates,IL,US,-88.11,42.11
27406-246706,Hoffman Estates,IL,US,-88.19,42.07
2231-755,Homewood,IL,US,-87.68,41.56
10028-99181,Homewood,IL,US,-87.64,41.56
2567-42159,Homewood,IL,US,-87.67,41.56
50203-271148,HUNTLEY,IL,US,-88.43,42.14
18566-178607,Huntley,IL,US,-88.43,42.15
2746-88340,Itasca,IL,US,-88.01,41.97
8918-94270,Joliet,IL,US,-88.2,41.55
75362-102335,Joliet,IL,US,-88.08,41.53
10451-100678,Joliet,IL,US,-88.15,41.52
2214-620,La Grange,IL,US,-87.87,41.81
2323-207505,Lake Bluff,IL,US,-87.88,42.28
27552-245648,Lake Bluff,IL,US,-87.88,42.28
11493-103871,Lake Forest,IL,US,-87.87,42.22
205-225744,Lake Forest,IL,US,-87.84,42.25
75793-91841,Lake Forest,IL,US,-87.91,42.25
2649-63140,Lake In The Hills,IL,US,-88.33,42.18
23954-232511,Lake Zurich,IL,US,-88.11,42.19
281-138484,Lake Zurich,IL,US,-88.11,42.19
2448-22142,Lake Zurich,IL,US,-88.09,42.18
15583-156751,Lake Zurich,IL,US,-88.1,42.19
10635-98476,Lemont,IL,US,-88,41.65
15410-156746,Lemont,IL,US,-88,41.64
273-1478,Libertyville,IL,US,-87.95,42.29
11494-103483,Libertyville,IL,US,-87.96,42.31
2222-652,Lincolnwood,IL,US,-87.74,42.01
11874-105608,Lisle,IL,US,-88.07,41.79
25850-236826,Lisle,IL,US,-88.09,41.78
74903-100483,Lockport,IL,US,-87.93,41.63
10733-102412,Lockport,IL,US,-88.02,41.6
2716-85162,Lombard,IL,US,-88,41.84
76609-99079,Lombard,IL,US,-88.01,41.84
2386-14453,Lombard,IL,US,-88.02,41.86
10117-99637,Lombard,IL,US,-88.01,41.91
10269-100668,Lyons,IL,US,-87.83,41.82
9603-97233,Machesney Park,IL,US,-89.03,42.37
26714-244394,Macomb,IL,US,-90.65,40.46
17637-183829,Marion,IL,US,-88.98,37.75
79461-104069,Marion,IL,US,-88.95,37.74
2518-206946,Matteson,IL,US,-87.73,41.51
76787-106135,Matteson,IL,US,-87.73,41.5
2708-253748,McHenry,IL,US,-88.27,42.36
9425-94667,Melrose Park,IL,US,-87.87,41.91
23960-232525,Merrionette Park,IL,US,-87.7,41.68
50194-272477,Minooka,IL,US,-88.27,41.42
76514-99068,Moline,IL,US,-90.53,41.47
49911-271186,MOLINE,IL,US,-90.48,41.49
9267-96098,Moline,IL,US,-90.48,41.47
13371-106590,Montgomery,IL,US,-88.37,41.72
50196-270010,Morris,IL,US,-88.42,41.37
22898-138022,Morton,IL,US,-89.47,40.62
2237-952,Morton Grove,IL,US,-87.8,42.04
2470-22141,Mount Prospect,IL,US,-87.94,42.08
2221-210164,Mount Prospect,IL,US,-87.94,42.06
48900-254804,MT. VERNON,IL,US,-88.94,38.31
76250-91863,Mundelein,IL,US,-88.02,42.26
10684-101908,Mundelein,IL,US,-88.04,42.28
50195-271149,Mundelein,IL,US,-88.02,42.28
48288-262065,Naperville,IL,US,-88.19,41.76
265-195404,Naperville,IL,US,-88.12,41.8
242-1480,Naperville,IL,US,-88.15,41.77
11261-103637,Naperville,IL,US,-88.2,41.8
2314-1966,Naperville,IL,US,-88.16,41.75
18503-139370,Naperville,IL,US,-88.12,41.79
10734-101966,Naperville,IL,US,-88.21,41.71
11495-104002,Naperville,IL,US,-88.15,41.79
2603-42199,Naperville,IL,US,-88.15,41.77
11179-103484,Naperville,IL,US,-88.2,41.75
18014-181904,Naperville,IL,US,-88.12,41.75
76252-88640,Naperville,IL,US,-88.2,41.77
76477-97586,New Lenox,IL,US,-87.92,41.51
9462-96105,New Lenox,IL,US,-87.92,41.51
2402-3912,Niles,IL,US,-87.77,42.01
76220-90361,Niles,IL,US,-87.78,42.01
15752-162106,Niles,IL,US,-87.8,42.01
2623-62739,Niles,IL,US,-87.84,42.05
47965-245484,Normal,IL,US,-88.99,40.51
10027-99461,Normal,IL,US,-88.96,40.51
24782-238365,Normal,IL,US,-88.99,40.53
11721-106231,North Riverside,IL,US,-87.81,41.85
18748-188173,Northbrook,IL,US,-87.88,42.1
2391-12229,Northbrook,IL,US,-87.82,42.15
11961-103872,Northbrook,IL,US,-87.79,42.14
261-1482,Northbrook,IL,US,-87.83,42.13
2216-633,Northbrook,IL,US,-87.8,42.15
10777-102332,Northbrook,IL,US,-87.8,42.11
256-1483,Northfield,IL,US,-87.77,42.1
75676-90374,Oak Brook,IL,US,-87.95,41.85
10778-101850,Oak Brook,IL,US,-87.98,41.85
72620-24288,Oak Brook,IL,US,-87.95,41.85
9354-74232,Oak Brook,IL,US,-87.95,41.85
29698-253956,Oak Forest,IL,US,-87.74,41.6
76743-97588,Oak Lawn,IL,US,-87.73,41.72
2895-91866,Oak Lawn,IL,US,-87.74,41.71
23422-230091,Oak Lawn,IL,US,-87.74,41.69
2298-1578,Oak Lawn,IL,US,-87.75,41.72
14054-109864,Oak Lawn,IL,US,-87.79,41.72
13342-104978,Oak Park,IL,US,-87.79,41.89
28601-249854,Oakbrook,IL,US,-87.95,41.85
24935-237117,Oakbrook Terrace,IL,US,-87.97,41.86
14263-116745,OFallon,IL,US,-89.93,38.57
28516-249830,ORLAND PARK,IL,US,-87.85,41.62
14257-129144,Orland Park,IL,US,-87.89,41.6
48311-262104,Orland Park,IL,US,-87.85,41.6
10685-101589,Orland Park,IL,US,-87.85,41.62
76182-94131,Orland Park,IL,US,-87.85,41.6
9477-96104,Orland Park,IL,US,-87.89,41.56
22238-218764,Orland Park,IL,US,-87.85,41.6
10450-100717,Orland Park,IL,US,-87.85,41.63
9707-96114,Oswego,IL,US,-88.31,41.7
15584-156749,Palatine,IL,US,-88.03,42.14
2287-209786,Palatine,IL,US,-88.02,42.14
24433-207624,Palatine,IL,US,-88.07,42.08
2559-32039,Palatine,IL,US,-88.05,42.11
13374-105616,Palos Heights,IL,US,-87.8,41.68
244-1484,Park Ridge,IL,US,-87.83,42.01
2461-22122,Park Ridge,IL,US,-87.83,42.01
10592-101638,Pekin,IL,US,-89.6,40.54
8919-101851,Peoria,IL,US,-89.61,40.7
3432-93756,Peoria,IL,US,-89.68,40.78
9756-97757,Peoria,IL,US,-89.61,40.75
10909-103009,Peoria,IL,US,-89.57,40.73
11622-104197,Peoria,IL,US,-89.6,40.78
26710-243205,Peoria,IL,US,-89.67,40.78
25779-242182,Peoria,IL,US,-89.61,40.74
28269-105735,Peoria,IL,US,-89.61,40.8
76337-95376,Peoria,IL,US,-89.64,40.75
76613-101790,Peru,IL,US,-89.13,41.36
21282-204244,Peru,IL,US,-89.13,41.35
10558-101283,Peru,IL,US,-89.13,41.37
29120-251949,Plainfield,IL,US,-88.2,41.57
8833-85684,Plainfield,IL,US,-88.2,41.65
19807-178945,Plainfield,IL,US,-88.2,41.61
13615-107790,Quincy,IL,US,-91.37,39.94
18745-194026,Quincy,IL,US,-91.36,39.94
10959-103394,River Forest,IL,US,-87.81,41.89
24770-238616,River Forest,IL,US,-87.81,41.89
19828-200204,Rockford,IL,US,-89.03,42.24
28444-249922,Rockford,IL,US,-88.98,42.24
2757-89241,Rockford,IL,US,-88.99,42.27
24588-235927,Rockford,IL,US,-88.99,42.27
10368-100752,Rockford,IL,US,-88.98,42.31
13888-108514,Rockford,IL,US,-88.97,42.27
8609-86900,Rolling Meadows,IL,US,-88,42.05
50197-271147,Rolling Meadows,IL,US,-88.02,42.08
76848-111384,Romeoville,IL,US,-88.12,41.61
13617-106904,Romeoville,IL,US,-88.12,41.61
14234-114825,Roselle,IL,US,-88.08,41.98
20748-203824,Rosemont,IL,US,-87.87,41.98
2660-67840,Rosemont,IL,US,-87.86,41.99
15487-156756,Rosemont,IL,US,-87.88,42.01
19230-179904,Rosemont,IL,US,-87.86,41.98
26705-235926,Rosemont,IL,US,-87.86,41.98
20773-105725,Rosemont,IL,US,-87.86,41.99
29759-251826,Round Lake Beach,IL,US,-88.06,42.38
14512-120164,Round Lake Beach,IL,US,-88.06,42.38
78072-107563,Schaumburg,IL,US,-88.04,42.05
76626-99065,Schaumburg,IL,US,-88.15,42.02
10369-96590,Schaumburg,IL,US,-88.04,42.05
2427-248932,Schaumburg,IL,US,-88.04,42.05
23002-223746,Schaumburg,IL,US,-88.05,42.05
8119-94661,Schaumburg,IL,US,-88.09,42.05
2344-4757,Schaumburg,IL,US,-88.03,42.04
2249-216204,Schaumburg,IL,US,-88.14,42.02
258-1485,Schaumburg,IL,US,-88.04,42.05
76349-96991,Schaumburg,IL,US,-88.05,42.04
11496-103806,Schaumburg,IL,US,-88.13,42
28581-249764,SCHAUMBURG,IL,US,-88.04,42.05
19904-193524,Schaumburg,IL,US,-88.05,42.04
75685-91845,Schiller Park,IL,US,-87.88,41.95
11792-103870,Schiller Park,IL,US,-87.87,41.96
50202-270013,Shorewood,IL,US,-88.2,41.52
76179-93199,Shorewood,IL,US,-88.2,41.53
2711-83397,Skokie,IL,US,-87.75,42.04
29492-253827,Skokie,IL,US,-87.76,42.01
11497-105610,Skokie,IL,US,-87.73,42.04
28586-249787,SKOKIE,IL,US,-87.75,42.06
2260-1298,Skokie,IL,US,-87.75,42.06
9559-233124,Skokie,IL,US,-87.71,42.01
2694-82520,South Elgin,IL,US,-88.34,41.99
76201-92945,South Elgin,IL,US,-88.34,41.98
75796-91844,South Holland,IL,US,-87.6,41.58
28635-250027,Springfield,IL,US,-89.7,39.77
76732-104470,Springfield,IL,US,-89.71,39.75
8870-94803,Springfield,IL,US,-89.71,39.75
13889-107789,Springfield,IL,US,-89.65,39.76
8122-94802,Springfield,IL,US,-89.69,39.8
8121-94805,Springfield,IL,US,-89.61,39.8
75631-84412,Springfield,IL,US,-89.65,39.8
72683-76624,St Charles,IL,US,-88.26,41.92
11793-104779,St Charles,IL,US,-88.34,41.91
72837-85004,St Charles,IL,US,-88.34,41.9
280-240745,St. Charles,IL,US,-88.31,41.91
10686-102300,Streamwood,IL,US,-88.2,42.02
76312-96667,Streamwood,IL,US,-88.2,42.02
27001-244984,Streator,IL,US,-88.84,41.15
49730-265584,TAYLORVILLE,IL,US,-89.29,39.56
14163-112146,Tinley Park,IL,US,-87.79,41.6
76478-97590,Tinley Park,IL,US,-87.8,41.55
26120-162508,Urbana,IL,US,-88.23,40.11
48836-257446,URBANA,IL,US,-88.22,40.11
10636-98525,Urbana,IL,US,-88.2,40.11
76186-88406,Vernon Hills,IL,US,-87.96,42.24
10370-100683,Vernon Hills,IL,US,-87.97,42.24
28615-249924,Vernon Hills,IL,US,-87.95,42.24
14108-107648,Vernon Hills,IL,US,-87.94,42.2
13832-107647,Vernon Hills,IL,US,-87.95,42.26
15956-146069,Villa Park,IL,US,-87.98,41.91
10371-100822,Villa Park,IL,US,-87.98,41.86
14235-113424,Volo,IL,US,-88.17,42.36
76202-91861,Warrenville,IL,US,-88.17,41.8
2755-85683,Warrenville,IL,US,-88.17,41.8
76669-99069,Waukegan,IL,US,-87.86,42.41
23955-230846,Waukegan,IL,US,-87.8,42.1
14472-118526,Waukegan,IL,US,-87.88,42.37
9646-96986,Waukegan,IL,US,-87.9,42.35
10687-101972,West Chicago,IL,US,-88.21,41.91
2826-87462,West Dundee,IL,US,-88.29,42.1
75298-99911,Westchester,IL,US,-87.9,41.85
2320-1965,Western Springs,IL,US,-87.9,41.81
25211-240085,Westmont,IL,US,-87.98,41.81
48169-261808,Wheaton,IL,US,-88.1,41.83
11498-104202,Wheaton,IL,US,-88.11,41.89
2352-7468,Wheaton,IL,US,-88.11,41.87
76177-94133,Wheaton,IL,US,-88.14,41.86
235-753,Wheaton,IL,US,-88.1,41.84
2739-87461,Wheeling,IL,US,-87.91,42.14
15492-156747,Wheeling,IL,US,-87.92,42.15
260-202344,Wheeling,IL,US,-87.94,42.15
11625-104858,Willowbrook,IL,US,-87.94,41.76
10453-101024,Wilmette,IL,US,-87.71,42.08
2246-397,Wilmette,IL,US,-87.76,42.08
10452-101025,Wilmette,IL,US,-87.76,42.08
224-119704,Wilmette,IL,US,-87.7,42.09
275-1487,Winnetka,IL,US,-87.74,42.11
2240-951,Woodridge,IL,US,-88.01,41.75
2682-77262,Woodridge,IL,US,-88.07,41.77
76299-95372,Woodridge,IL,US,-88.05,41.77
2426-16174,Woodstock,IL,US,-88.45,42.31
76911-127264,Yorkville,IL,US,-88.47,41.68
19693-201565,Yorkville,IL,US,-88.44,41.66
23187-104074,Anderson,IN,US,-85.66,40.14
9355-96388,Anderson,IN,US,-85.65,40.07
11845-105632,Auburn,IN,US,-85.07,41.37
72646-42139,Avon,IN,US,-86.34,39.76
2691-81980,Avon,IN,US,-86.33,39.76
23264-137467,Avon,IN,US,-86.4,39.77
10735-102029,Bedford,IN,US,-86.51,38.86
2670-71240,Bloomington,IN,US,-86.57,39.17
76180-90430,Bloomington,IN,US,-86.49,39.16
22805-223910,Bloomington,IN,US,-86.5,39.15
2387-12043,Bloomington,IN,US,-86.53,39.17
10827-102902,Bloomington,IN,US,-86.53,39.15
8691-93717,Bloomington,IN,US,-86.5,39.17
75386-103340,Bloomington,IN,US,-86.52,39.17
11501-104316,Brownsburg,IN,US,-86.39,39.86
2699-83422,Camby,IN,US,-86.33,39.64
72652-46900,Carmel,IN,US,-86.23,39.94
7988-92992,Carmel,IN,US,-86.13,40
2437-12308,Carmel,IN,US,-86.12,40
22798-223913,Carmel,IN,US,-86.13,39.96
2459-24767,Carmel,IN,US,-86.16,39.97
29202-252185,Carmel,IN,US,-86.16,39.95
27562-246587,Carmel,IN,US,-86.16,39.97
8920-95319,Carmel,IN,US,-86.11,39.96
8690-94493,Carmel,IN,US,-86.24,39.94
8123-95318,Carmel,IN,US,-86.07,39.98
72831-74324,Carmel,IN,US,-86.16,39.97
29235-251184,Chesterton,IN,US,-87.04,41.62
76452-97606,Clarksville,IN,US,-85.77,38.31
76230-90438,Columbus,IN,US,-85.89,39.22
8124-96074,Columbus,IN,US,-85.88,39.22
48899-263767,Columbus,IN,US,-85.9,39.23
10318-100360,Columbus,IN,US,-85.95,39.2
10030-99184,Crown Point,IN,US,-87.36,41.43
2735-85200,Dyer,IN,US,-87.51,41.49
49912-249446,ELKHART,IN,US,-85.93,41.64
72740-69940,Elkhart,IN,US,-85.96,41.69
72894-69980,Elkhart,IN,US,-86,41.7
79253-95729,Elkhart,IN,US,-85.93,41.7
75817-98435,Elkhart,IN,US,-86.01,41.73
75816-98433,Elkhart,IN,US,-86,41.73
9025-149385,Elkhart,IN,US,-85.98,41.71
10200-99560,Elkhart,IN,US,-85.91,41.63
8693-93712,Evansville,IN,US,-87.57,38.02
8955-93713,Evansville,IN,US,-87.47,37.98
9759-247809,Evansville,IN,US,-87.49,37.98
3985-146706,Evansville,IN,US,-87.47,37.98
48026-251168,Evansville,IN,US,-87.49,38
75236-94258,Evansville,IN,US,-87.68,37.96
19091-197065,Fishers,IN,US,-85.92,39.99
72638-32281,Fishers,IN,US,-86.01,39.96
47275-137465,Fishers,IN,US,-86,39.96
2408-13139,Fishers,IN,US,-86.01,39.93
2758-86683,Fishers,IN,US,-86.01,39.96
2581-33399,Fishers,IN,US,-86.04,39.96
49734-244693,Fishers,IN,US,-85.92,39.96
22895-223904,Fort Wayne,IN,US,-85.14,41.18
72833-74343,Fort Wayne,IN,US,-85.01,41.13
76688-102490,Fort Wayne,IN,US,-85.14,41.11
76276-93281,Fort Wayne,IN,US,-85.06,41.12
11502-104427,Fort Wayne,IN,US,-85.14,41.12
21753-214764,Fort Wayne,IN,US,-85.27,41.07
9520-96531,Fort Wayne,IN,US,-85.17,41.17
10736-102245,Fort Wayne,IN,US,-85.15,41.08
2526-27309,Fort Wayne,IN,US,-85.2,41.07
13343-106747,Fort Wayne,IN,US,-85.11,41.18
76957-136641,Fort Wayne,IN,US,-85.2,41.08
9399-96520,Fort Wayne,IN,US,-85.09,41.1
72833-117526,Fort Wayne,IN,US,-85.01,41.13
9877-98641,Fort Wayne,IN,US,-85.14,41.12
2724-82722,Fort Wayne,IN,US,-85.16,41.14
2673-151505,Fort Wayne,IN,US,-85.26,41.03
48895-263768,Franklin,IN,US,-86.06,39.49
9560-97238,Franklin,IN,US,-86.07,39.51
23880-223907,Ft Wayne,IN,US,-85.26,41.03
47759-244648,Ft. Wayne,IN,US,-85.07,41.13
79462-103626,Ft. Wayne,IN,US,-85.17,41.14
28263-244650,Ft. Wayne,IN,US,-85.28,41.08
11503-104293,Gas City,IN,US,-85.55,40.48
79313-100684,Goshen,IN,US,-85.86,41.6
19873-183827,Goshen,IN,US,-85.86,41.57
25700-223915,Goshen,IN,US,-85.81,41.57
72741-69180,Granger,IN,US,-86.12,41.75
72676-64260,Granger,IN,US,-86.18,41.72
17659-180018,Greencastle,IN,US,-86.86,39.64
2745-87504,Greenfield,IN,US,-85.77,39.81
49335-258589,Greenwood,IN,US,-86.16,39.62
72651-46899,Greenwood,IN,US,-86.16,39.6
26357-137464,Greenwood,IN,US,-86.16,39.62
7990-95321,Greenwood,IN,US,-86.08,39.61
2659-66300,Greenwood,IN,US,-86.16,39.63
28536-249966,Greenwood,IN,US,-86.13,39.63
