Store Number,City,State/Province,Country,Longitude,Latitude
6883-85455,Sanger,CA,US,-119.56,36.71
8941-95244,Santa Ana,CA,US,-117.87,33.75
6843-82601,Santa Ana,CA,US,-117.83,33.76
26857-245668,Santa Ana,CA,US,-117.86,33.68
16398-168226,Santa Ana,CA,US,-117.86,33.68
74824-99595,Santa Ana,CA,US,-117.89,33.7
20437-201808,Santa Ana,CA,US,-117.84,33.73
15729-160027,Santa Ana,CA,US,-117.89,33.76
15843-156788,Santa Ana,CA,US,-117.89,33.7
9255-95871,Santa Ana,CA,US,-117.85,33.76
2884-92820,Santa Ana,CA,US,-117.88,33.7
22998-208625,Santa Ana,CA,US,-117.87,33.78
76266-90565,Santa Ana,CA,US,-117.89,33.76
6754-69680,Santa Ana,CA,US,-117.88,33.77
6604-15916,Santa Ana,CA,US,-117.87,33.7
10817-40120,Santa Ana,CA,US,-117.92,33.74
16396-168225,Santa Ana,CA,US,-117.86,33.68
16395-168224,Santa Ana,CA,US,-117.86,33.68
10005-97691,Santa Ana,CA,US,-117.88,33.72
22365-220168,Santa Ana,CA,US,-117.85,33.76
543-487,Santa Barbara,CA,US,-119.65,34.42
28206-250105,SANTA BARBARA,CA,US,-119.7,34.42
9344-96327,Santa Barbara,CA,US,-119.7,34.42
29541-237436,Santa Barbara,CA,US,-119.7,34.42
576-298,Santa Barbara,CA,US,-119.7,34.42
16446-160287,Santa Barbara,CA,US,-119.7,34.42
6674-71062,Santa Barbara,CA,US,-119.75,34.44
564-506,Santa Barbara,CA,US,-119.75,34.44
9634-97432,Santa Barbara,CA,US,-119.71,34.42
5782-18036,Santa Barbara,CA,US,-119.72,34.4
5686-4550,Santa Clara,CA,US,-122,37.35
5920-36180,Santa Clara,CA,US,-121.99,37.34
7981-95789,Santa Clara,CA,US,-121.94,37.34
74299-76584,Santa Clara,CA,US,-121.94,37.35
74337-122544,Santa Clara,CA,US,-121.95,37.39
5619-1443,Santa Clara,CA,US,-121.94,37.35
23498-215304,Santa Clara,CA,US,-121.96,37.35
5913-29495,Santa Clara,CA,US,-121.94,37.33
28193-249740,Santa Clara,CA,US,-121.95,37.33
3458-87674,Santa Clara,CA,US,-121.96,37.39
75981-107178,Santa Clara,CA,US,-121.97,37.34
5730-8405,Santa Clara,CA,US,-121.97,37.33
5412-401,Santa Clara,CA,US,-121.98,37.39
20769-207704,Santa Clara,CA,US,-121.93,37.34
614-328,Santa Clara,CA,US,-121.97,37.35
10182-99743,Santa Clarita,CA,US,-118.52,34.37
6584-65300,Santa Clarita,CA,US,-118.56,34.42
562-504,Santa Clarita,CA,US,-118.55,34.4
5942-45259,Santa Clarita,CA,US,-118.53,34.46
19885-173855,Santa Clarita,CA,US,-118.43,34.43
20489-206264,Santa Clarita,CA,US,-118.43,34.43
6810-82121,Santa Clarita,CA,US,-118.56,34.41
6572-64759,Santa Clarita,CA,US,-118.54,34.43
20227-204225,Santa Clarita,CA,US,-118.5,34.42
5789-18760,Santa Clarita,CA,US,-118.54,34.38
6760-78102,Santa Clarita,CA,US,-118.57,34.44
70331-90574,Santa Clarita,CA,US,-118.42,34.45
6693-75040,Santa Clarita,CA,US,-118.58,34.41
6711-40579,Santa Clarita,CA,US,-118.47,34.41
26673-244864,Santa Cruz,CA,US,-121.99,36.96
5241-371,Santa Cruz,CA,US,-122.03,36.97
3781-140185,Santa Cruz,CA,US,-122.05,36.96
24168-231371,Santa Fe Springs,CA,US,-118.07,33.97
9327-96152,Santa Fe Springs,CA,US,-118.03,33.89
6613-68460,Santa Fe Springs,CA,US,-118.05,33.94
6518-64461,Santa Fe Springs,CA,US,-118.05,33.92
24287-231369,Santa Fe Springs,CA,US,-118.09,33.95
73649-84483,Santa Maria,CA,US,-120.43,34.92
6934-89144,Santa Maria,CA,US,-120.44,34.94
25042-239406,Santa Maria,CA,US,-120.44,34.97
5917-219125,Santa Maria,CA,US,-120.44,34.92
24592-235446,Santa Maria,CA,US,-120.43,34.92
10185-99739,Santa Maria,CA,US,-120.43,34.92
6997-88002,Santa Maria,CA,US,-120.42,34.95
5493-1376,Santa Monica,CA,US,-118.45,34.02
17403-162764,Santa Monica,CA,US,-118.49,34.02
5667-2401,Santa Monica,CA,US,-118.47,34
19895-184244,Santa Monica,CA,US,-118.49,34.02
529-473,Santa Monica,CA,US,-118.5,34.03
647-365,Santa Monica,CA,US,-118.48,34.04
74799-98878,Santa Monica,CA,US,-118.49,34.03
74781-98357,Santa Monica,CA,US,-118.49,34.02
574-296,Santa Monica,CA,US,-118.49,34.03
5826-5897,Santa Monica,CA,US,-118.47,34.03
7975-95815,Santa Monica,CA,US,-118.48,34.03
79544-104485,Santa Monica,CA,US,-118.5,34.03
6861-83040,Santa Monica,CA,US,-118.5,34.02
25579-237064,Santa Monica,CA,US,-118.49,34.01
23517-218564,Santa Monica,CA,US,-118.46,34.02
21893-205864,Santa Monica,CA,US,-118.47,34.04
22065-217151,Santa Monica,CA,US,-118.48,34.01
22382-220265,Santa Monica,CA,US,-118.49,34.01
506-449,Santa Monica,CA,US,-118.48,34
18380-179545,Santa Monica,CA,US,-118.47,34.03
654-329,Santa Monica,CA,US,-118.5,34.02
22257-196805,Santa Paula,CA,US,-119.07,34.35
74886-100489,Santa Paula,CA,US,-119.08,34.34
76425-97418,Santa Rosa,CA,US,-122.71,38.42
3456-86220,Santa Rosa,CA,US,-122.74,38.48
48753-251217,SANTA ROSA,CA,US,-122.75,38.47
5778-15253,Santa Rosa,CA,US,-122.67,38.46
13227-106975,Santa Rosa,CA,US,-122.77,38.45
5849-27427,Santa Rosa,CA,US,-122.69,38.43
13463-105317,Santa Rosa,CA,US,-122.78,38.51
74855-73627,Santa Rosa,CA,US,-122.65,38.47
74409-82477,Santa Rosa,CA,US,-122.72,38.46
19815-197110,Santa Rosa,CA,US,-122.73,38.46
3470-93614,Santa Rosa,CA,US,-122.67,38.43
2843-73243,Santa Rosa,CA,US,-122.72,38.46
28457-250032,Santa Rosa,CA,US,-122.72,38.44
74949-101845,Santa Rosa,CA,US,-122.75,38.45
640-357,Santa Rosa,CA,US,-122.71,38.44
21582-210186,Santa Rosa,CA,US,-122.76,38.44
74171-24531,Santa Rosa,CA,US,-122.69,38.45
6764-79423,Santa Rosa,CA,US,-122.74,38.41
11337-104551,Santa Rosa,CA,US,-122.71,38.41
9749-95869,Santa Rosa,CA,US,-122.74,38.43
632-380,Santa Rosa,CA,US,-122.71,38.42
6789-80880,Santa Rosa,CA,US,-122.72,38.44
6636-63839,Santee,CA,US,-116.98,32.84
14489-120945,Santee,CA,US,-116.99,32.84
26331-244067,Santee,CA,US,-116.97,32.84
5912-33779,Santee,CA,US,-116.97,32.86
74619-90569,Santee,CA,US,-116.99,32.84
10253-100062,Saratoga,CA,US,-122.03,37.26
17714-155684,Saratoga,CA,US,-122,37.28
5417-1064,Saratoga,CA,US,-122.03,37.28
79742-133465,Saratoga,CA,US,-122.03,37.28
47586-258975,Saugus,CA,US,-118.54,34.43
73603-80601,Saugus,CA,US,-118.51,34.44
10144-98951,Saugus,CA,US,-118.51,34.44
606-321,Sausalito,CA,US,-122.48,37.86
9324-96177,Sausalito,CA,US,-122.51,37.87
5905-33879,Scotts Valley,CA,US,-122.03,37.04
9261-95920,Scotts Valley,CA,US,-122.01,37.06
74794-99745,Scotts Valley,CA,US,-122.03,37.05
29836-255024,Seal Beach,CA,US,-118.07,33.78
5961-15935,Seal Beach,CA,US,-118.07,33.78
13748-107954,Seal Beach,CA,US,-118.08,33.76
79741-126993,Seal Beach,CA,US,-118.1,33.74
49343-267857,SEAL BEACH,CA,US,-118.07,33.78
16762-127505,Seaside,CA,US,-121.79,36.65
9869-93945,Seaside,CA,US,-121.86,36.61
10548-101485,Sebastopol,CA,US,-122.82,38.39
74201-27650,Sebastopol,CA,US,-122.83,38.4
29382-253251,Selma,CA,US,-119.63,36.58
5777-16654,Sherman Oaks,CA,US,-118.43,34.15
5815-8729,Sherman Oaks,CA,US,-118.47,34.16
18356-188205,Sherman Oaks,CA,US,-118.44,34.16
19837-171185,Sherman Oaks,CA,US,-118.44,34.15
5996-52599,Sherman Oaks,CA,US,-118.42,34.16
548-491,Sherman Oaks,CA,US,-118.45,34.15
5552-796,Sherman Oaks,CA,US,-118.46,34.15
5266-693,Sierra Madre,CA,US,-118.05,34.16
23315-218444,Signal Hill,CA,US,-118.18,33.81
5787-10754,Signal Hill,CA,US,-118.17,33.8
6609-246705,Simi Valley,CA,US,-118.74,34.28
74872-96289,Simi Valley,CA,US,-118.68,34.27
2887-86482,Simi Valley,CA,US,-118.78,34.27
74669-95992,Simi Valley,CA,US,-118.72,34.29
73207-21482,Simi Valley,CA,US,-118.79,34.26
9744-98033,Simi Valley,CA,US,-118.81,34.25
9075-151165,Simi Valley,CA,US,-118.8,34.27
27481-247624,Simi Valley,CA,US,-118.77,34.28
74521-27672,Simi Valley,CA,US,-118.76,34.28
5554-1823,Simi Valley,CA,US,-118.72,34.28
6860-82126,Solana Beach,CA,US,-117.25,33
5679-1997,Solana Beach,CA,US,-117.26,33
6799-81361,Soledad,CA,US,-121.32,36.42
79636-107003,Sonoma,CA,US,-122.47,38.29
3471-94127,Sonoma,CA,US,-122.48,38.3
3499-129845,Sonora,CA,US,-120.37,37.97
11601-103746,Sonora,CA,US,-120.34,37.97
6439-48199,Sonora,CA,US,-120.37,37.97
74951-101849,Soquel,CA,US,-121.96,36.99
10669-100788,Soquel,CA,US,-121.96,36.99
79760-108476,SOUTH CORONA,CA,US,-117.45,33.75
27215-245385,South El Monte,CA,US,-118.03,34.04
3973-146285,South Gate,CA,US,-118.17,33.95
6991-86062,South Lake Tahoe,CA,US,-119.94,38.95
21756-215164,South Lake Tahoe,CA,US,-119.94,38.96
5478-1134,South Lake Tahoe,CA,US,-120,38.91
74189-35461,South Lake Tahoe,CA,US,-119.97,38.95
5648-1811,South Pasadena,CA,US,-118.15,34.12
74686-96297,South Pasadena,CA,US,-118.15,34.11
6980-86481,South Pasadena,CA,US,-118.15,34.1
10225-98587,South San Francisco,CA,US,-122.45,37.66
9687-72943,South San Francisco,CA,US,-122.41,37.66
79650-115165,South San Francisco,CA,US,-122.45,37.65
5312-907,South San Francisco,CA,US,-122.4,37.65
8636-93711,Southgate,CA,US,-118.22,33.96
5834-22761,Southgate,CA,US,-118.16,33.95
9350-95417,Spring Valley,CA,US,-117.01,32.71
6793-193504,Spring Valley,CA,US,-116.98,32.75
17211-170948,Stanford,CA,US,-122.17,37.42
6576-15934,Stanton,CA,US,-117.99,33.79
5308-314,Stevenson Ranch,CA,US,-118.57,34.39
6550-62567,Stockton,CA,US,-121.32,38
74464-83281,Stockton,CA,US,-121.32,38.01
13402-107358,Stockton,CA,US,-121.29,38
5470-1194,Stockton,CA,US,-121.3,37.97
10818-102498,Stockton,CA,US,-121.27,37.96
10183-99965,Stockton,CA,US,-121.22,37.91
7957-95208,Stockton,CA,US,-121.24,37.99
5319-859,Stockton,CA,US,-121.32,38.01
6795-71922,Stockton,CA,US,-121.3,38.02
79643-114724,Stockton,CA,US,-121.34,37.96
76158-92528,Stockton,CA,US,-121.37,38.05
8979-86211,Stockton,CA,US,-121.35,37.98
6970-87669,Stockton,CA,US,-121.29,37.95
24424-237885,Stockton,CA,US,-121.32,38.02
29754-254253,Stockton,CA,US,-121.31,37.99
10719-99626,Stockton,CA,US,-121.26,38.04
9287-93608,Stockton,CA,US,-121.37,38.05
20685-200251,Stockton,CA,US,-121.35,38.01
5447-1377,Studio City,CA,US,-118.41,34.14
74702-97967,Studio City,CA,US,-118.4,34.14
5734-8710,Studio City,CA,US,-118.37,34.14
573-295,Studio City,CA,US,-118.4,34.14
8728-73248,Suisun City,CA,US,-122.02,38.25
6915-197405,Sunland,CA,US,-118.31,34.26
5981-38499,Sunnyvale,CA,US,-122.04,37.37
7021-148965,Sunnyvale,CA,US,-122.03,37.37
2885-73085,Sunnyvale,CA,US,-122.03,37.39
27172-155164,Sunnyvale,CA,US,-122.03,37.36
539-483,Sunnyvale,CA,US,-122.02,37.36
74857-73705,Sunnyvale,CA,US,-122.02,37.36
5618-1888,Sunnyvale,CA,US,-122.05,37.35
8856-95212,Sunnyvale,CA,US,-122.05,37.38
74856-73694,Sunnyvale,CA,US,-122.06,37.37
13603-108434,Sunnyvale,CA,US,-122.01,37.35
25394-240832,Sunnyvale,CA,US,-122.03,37.38
79730-124264,Susanville,CA,US,-120.64,40.41
8114-95791,Susanville,CA,US,-120.63,40.41
25059-221464,Sylmar,CA,US,-118.43,34.31
17123-178486,Taft,CA,US,-119.47,35.15
9074-139228,Tarzana,CA,US,-118.54,34.17
11779-106400,Tarzana,CA,US,-118.56,34.17
74625-94036,Tarzana,CA,US,-118.53,34.17
29356-237360,Tehachapi,CA,US,-118.47,35.13
8726-94570,Tehachapi,CA,US,-118.47,35.13
8908-95240,Temecula,CA,US,-117.13,33.48
14486-119046,Temecula,CA,US,-117.14,33.54
10145-98467,Temecula,CA,US,-117.15,33.53
7927-95613,Temecula,CA,US,-117.15,33.51
28628-249965,Temecula,CA,US,-117.16,33.53
10188-99477,Temecula,CA,US,-117.1,33.51
73500-69560,Temecula,CA,US,-117.1,33.48
73560-79487,Temecula,CA,US,-117.13,33.51
5695-217005,Temecula,CA,US,-117.16,33.52
48888-245644,Temecula,CA,US,-117.08,33.48
9902-98297,Temecula,CA,US,-117.15,33.5
5884-33439,Temecula,CA,US,-117.09,33.48
5949-249209,Temecula,CA,US,-117.16,33.52
6746-77940,Temple City,CA,US,-118.07,34.1
5628-197744,Thousand Oaks,CA,US,-118.79,34.18
8746-94662,Thousand Oaks,CA,US,-118.87,34.2
74939-99028,Thousand Oaks,CA,US,-118.87,34.2
74123-25647,Thousand Oaks,CA,US,-118.84,34.21
17656-175784,Thousand Oaks,CA,US,-118.86,34.18
76897-131630,Thousand Oaks,CA,US,-118.93,34.19
19684-200324,Thousand Oaks,CA,US,-118.89,34.18
22799-210125,Thousand Oaks,CA,US,-118.87,34.23
28593-249827,THOUSAND OAKS,CA,US,-118.89,34.18
5445-863,Thousand Oaks,CA,US,-118.82,34.16
5492-1614,Thousand Oaks,CA,US,-118.84,34.21
8785-238824,Thousand Oaks,CA,US,-118.91,34.19
5830-159944,Thousand Oaks,CA,US,-118.94,34.19
9790-98069,Thousand Oaks,CA,US,-118.92,34.18
5219-423,Thousand Oaks,CA,US,-118.88,34.18
5720-5663,Torrance,CA,US,-118.37,33.86
5651-1915,Torrance,CA,US,-118.3,33.86
5246-316,Torrance,CA,US,-118.37,33.81
75867-86520,Torrance,CA,US,-118.35,33.84
524-468,Torrance,CA,US,-118.33,33.8
6687-69960,Torrance,CA,US,-118.34,33.87
74511-25707,Torrance,CA,US,-118.33,33.8
6856-82370,Torrance,CA,US,-118.3,33.83
656-219067,Torrance,CA,US,-118.35,33.83
5714-7927,Torrance,CA,US,-118.36,33.84
28238-250164,Torrance,CA,US,-118.35,33.83
6802-81661,Torrance,CA,US,-118.36,33.83
6656-71400,Torrance,CA,US,-118.33,33.82
5551-1764,Torrance,CA,US,-118.35,33.81
10819-102571,Torrance,CA,US,-118.35,33.83
5859-27698,Torrance,CA,US,-118.35,33.87
29628-254251,Torrance,CA,US,-118.35,33.83
6849-79123,Torrance,CA,US,-118.33,33.79
5875-30419,Tracy,CA,US,-121.45,37.74
6730-77182,Tracy,CA,US,-121.47,37.76
76367-97088,Tracy,CA,US,-121.46,37.76
74327-79060,Tracy,CA,US,-121.45,37.74
8981-95207,Tracy,CA,US,-121.43,37.76
15641-151226,Tracy,CA,US,-121.43,37.71
75409-102324,Travis AFB,CA,US,-121.95,38.27
5228-374,Truckee,CA,US,-120.21,39.33
75864-98266,Truckee,CA,US,-120.12,39.28
79651-115127,Truckee,CA,US,-120.21,39.33
74887-99591,Tujunga,CA,US,-118.3,34.26
47590-258972,Tujunga,CA,US,-118.27,34.24
6743-78586,Tulare,CA,US,-119.33,36.23
76813-111365,Tulare,CA,US,-119.32,36.23
11470-105119,Turlock,CA,US,-120.88,37.52
8643-84961,Turlock,CA,US,-120.85,37.48
11242-103576,Turlock,CA,US,-120.87,37.49
9867-98125,Turlock,CA,US,-120.83,37.5
6928-87651,Turlock,CA,US,-120.85,37.52
5891-33499,Turlock,CA,US,-120.88,37.52
79703-125804,Turlock,CA,US,-120.88,37.52
76729-97571,Tustin,CA,US,-117.83,33.7
29895-254545,Tustin,CA,US,-117.81,33.75
6475-60801,Tustin,CA,US,-117.82,33.73
20537-206365,Tustin,CA,US,-117.84,33.72
552-494,Tustin,CA,US,-117.82,33.74
11028-87826,Tustin,CA,US,-117.79,33.72
9256-95342,Tustin,CA,US,-117.83,33.72
21925-156786,Tustin,CA,US,-117.79,33.73
5506-746,Tustin,CA,US,-117.83,33.76
15782-152241,Twentynine Palms,CA,US,-116.06,34.24
9260-75007,Ukiah,CA,US,-123.2,39.15
11602-104087,Ukiah,CA,US,-123.2,39.13
74858-99550,Ukiah,CA,US,-123.21,39.14
5653-2444,Union City,CA,US,-122.07,37.6
5887-27867,Union City,CA,US,-122.02,37.59
74927-101840,Union City,CA,US,-122.02,37.59
11167-95963,Union City,CA,US,-122.07,37.59
13231-105926,Union City,CA,US,-122.02,37.61
27774-238927,Universal City,CA,US,-118.36,34.14
23352-223786,Universal City,CA,US,-118.36,34.14
75557-71180,Universal City,CA,US,-118.35,34.14
6428-39980,Upland,CA,US,-117.67,34.11
49572-267936,Upland,CA,US,-117.64,34.13
74589-83729,Upland,CA,US,-117.65,34.11
8858-94195,Upland,CA,US,-117.64,34.13
76304-90543,Upland,CA,US,-117.64,34.13
76128-88892,Vacaville,CA,US,-121.96,38.36
22824-210105,Vacaville,CA,US,-121.95,38.37
5690-3200,Vacaville,CA,US,-121.99,38.35
22255-218825,Vacaville,CA,US,-121.96,38.37
74455-83284,Vacaville,CA,US,-121.96,38.36
49318-268204,Vacaville,CA,US,-121.95,38.35
22947-151104,Vacaville,CA,US,-121.93,38.38
6457-61519,Vacaville,CA,US,-122,38.34
9821-94574,Vacaville,CA,US,-121.98,38.35
5305-457,Valencia,CA,US,-118.55,34.45
28305-249857,Valencia,CA,US,-118.56,34.42
76363-97160,Valencia,CA,US,-118.56,34.42
26825-235454,Valencia,CA,US,-118.56,34.42
74506-25650,Valencia,CA,US,-118.57,34.39
9871-98346,Valencia,CA,US,-118.58,34.42
6902-85300,Valencia,CA,US,-118.59,34.43
74932-101857,Vallejo,CA,US,-122.21,38.08
5926-30619,Vallejo,CA,US,-122.22,38.13
23719-232504,Vallejo,CA,US,-122.22,38.13
74978-101844,Vallejo,CA,US,-122.23,38.13
9999-99145,Vallejo,CA,US,-122.23,38.08
22600-222464,Vallejo,CA,US,-122.26,38.13
5856-27887,Vallejo,CA,US,-122.23,38.09
22340-195364,Valley Center,CA,US,-116.95,33.27
10671-101484,Valley Springs,CA,US,-120.82,38.19
6610-66080,Valley Village,CA,US,-118.4,34.16
20895-192164,Valley Village,CA,US,-118.4,34.17
18373-179549,Van Nuys,CA,US,-118.45,34.17
6961-88003,Van Nuys,CA,US,-118.47,34.2
75102-34499,Van Nuys,CA,US,-118.47,34.22
19305-195844,Van Nuys,CA,US,-118.5,34.22
23369-229524,Van Nuys,CA,US,-118.45,34.2
15580-141904,Van Nuys,CA,US,-118.47,34.17
6630-71280,Van Nuys,CA,US,-118.45,34.17
9456-96474,Van Nuys,CA,US,-118.51,34.21
20338-204605,Van Nuys,CA,US,-118.46,34.21
20538-186785,Venice,CA,US,-118.46,34
6826-40766,Ventura,CA,US,-119.29,34.28
10855-102737,Ventura,CA,US,-119.25,34.27
6825-83251,Ventura,CA,US,-119.27,34.26
22181-214824,Ventura,CA,US,-119.21,34.26
5538-1773,Ventura,CA,US,-119.24,34.26
6595-40765,Ventura,CA,US,-119.21,34.28
76891-127001,Ventura,CA,US,-119.25,34.27
74377-90502,Ventura,CA,US,-119.26,34.27
75982-107258,Ventura,CA,US,-119.21,34.26
9342-95607,Ventura,CA,US,-119.23,34.26
79507-103369,Ventura,CA,US,-119.3,34.28
74391-90572,Ventura,CA,US,-119.21,34.28
5227-424,Ventura,CA,US,-119.21,34.26
26191-243770,Victorville,CA,US,-117.32,34.51
11466-105236,Victorville,CA,US,-117.34,34.47
5903-34379,Victorville,CA,US,-117.35,34.47
74873-96290,Victorville,CA,US,-117.29,34.47
11472-105237,Victorville,CA,US,-117.33,34.51
10672-101357,Victorville,CA,US,-117.33,34.52
11748-106190,Victorville,CA,US,-117.35,34.47
5400-1180,Visalia,CA,US,-119.29,36.33
6641-71320,Visalia,CA,US,-119.35,36.31
24586-235448,Visalia,CA,US,-119.32,36.29
10146-99405,Visalia,CA,US,-119.31,36.32
11243-103657,Visalia,CA,US,-119.31,36.29
10147-99688,Visalia,CA,US,-119.33,36.3
76984-136846,Visalia,CA,US,-119.3,36.36
11103-102836,Visalia,CA,US,-119.33,36.33
20226-199645,Visalia,CA,US,-119.32,36.31
6898-85301,Visalia,CA,US,-119.35,36.34
3875-101566,Vista,CA,US,-117.23,33.13
11339-104232,Vista,CA,US,-117.22,33.16
10008-98261,Vista,CA,US,-117.23,33.22
6676-72627,Vista,CA,US,-117.24,33.2
73528-53300,Vista,CA,US,-117.25,33.17
25589-241487,Vista,CA,US,-117.23,33.13
23262-220424,Vista,CA,US,-117.22,33.17
5838-26868,Vista,CA,US,-117.25,33.19
14837-116964,Vista,CA,US,-117.24,33.15
23194-224845,Vista,CA,US,-117.28,33.19
25770-242386,Vista,CA,US,-117.24,33.19
76750-107987,Vista,CA,US,-117.21,33.17
6803-41819,Walnut,CA,US,-117.84,34.03
17655-168485,Walnut,CA,US,-117.86,34.01
29085-251986,Walnut Creek,CA,US,-122.06,37.9
74122-24427,Walnut Creek,CA,US,-122.05,37.93
74422-24530,Walnut Creek,CA,US,-122.06,37.9
5990-34479,Walnut Creek,CA,US,-122.06,37.9
25516-239324,Walnut Creek,CA,US,-122.02,37.93
76510-99355,Walnut Creek,CA,US,-122.06,37.9
5259-400,Walnut Creek,CA,US,-122.04,37.93
581-224766,Walnut Creek,CA,US,-122.06,37.9
5937-45439,Walnut Creek,CA,US,-122.06,37.93
5768-13280,Walnut Creek,CA,US,-122.09,37.92
17417-164525,Walnut Creek,CA,US,-122.06,37.89
15167-152425,Walnut Creek,CA,US,-122.05,37.93
5624-1943,Walnut Creek,CA,US,-122.06,37.9
22549-171406,Walnut Creek,CA,US,-122.06,37.89
47978-253168,Walnut Creek,CA,US,-122.02,37.93
21563-211784,Walnut Creek,CA,US,-122.06,37.9
5655-1927,Watsonville,CA,US,-121.77,36.92
76668-99366,Watsonville,CA,US,-121.77,36.92
72776-73881,Weaverville,CA,US,-122.93,40.72
76893-102970,West covina,CA,US,-117.91,34.03
76509-99294,West Covina,CA,US,-117.89,34.07
6744-77941,West Covina,CA,US,-117.93,34.07
10226-98369,West Covina,CA,US,-117.91,34.04
11031-95816,West Covina,CA,US,-117.88,34.07
5759-5899,West Hills,CA,US,-118.62,34.19
74573-80139,West Hills,CA,US,-118.64,34.19
563-505,West Hills,CA,US,-118.64,34.19
20788-208089,West Hills,CA,US,-118.62,34.19
47263-244530,West Hills,CA,US,-118.63,34.19
3575-126987,West Hollywood,CA,US,-118.39,34.08
5232-248024,West Hollywood,CA,US,-118.39,34.08
5871-30359,West Hollywood,CA,US,-118.38,34.08
633-351,West Hollywood,CA,US,-118.38,34.09
5350-902,West Hollywood,CA,US,-118.37,34.1
6512-60520,West Hollywood,CA,US,-118.36,34.09
6729-74640,West Hollywood,CA,US,-118.34,34.09
5738-10772,West Los Angeles,CA,US,-118.45,34.05
5213-293,West Los Angeles,CA,US,-118.46,34.04
6986-72684,West Sacramento,CA,US,-121.54,38.55
10349-98256,West Sacramento,CA,US,-121.58,38.57
76746-106450,West Sacramento,CA,US,-121.54,38.55
6724-74980,West Sacramento,CA,US,-121.55,38.59
14211-113350,Westchester,CA,US,-118.4,33.96
559-501,Westlake,CA,US,-118.83,34.15
21573-205865,Westlake Village,CA,US,-118.82,34.18
76797-108113,Westminster,CA,US,-118.01,33.75
5309-585,Westminster,CA,US,-117.99,33.73
6800-80380,Westminster,CA,US,-118.01,33.77
74724-96537,Westminster,CA,US,-117.99,33.72
19353-183744,Westminster,CA,US,-118.01,33.74
29832-255224,Westminster,CA,US,-117.99,33.72
6990-15917,Westminster,CA,US,-117.99,33.76
6828-83041,Westminster,CA,US,-118.02,33.76
5567-1752,Westwood,CA,US,-118.44,34.05
79355-103604,Westwood,CA,US,-118.44,34.06
5507-1460,Whittier,CA,US,-118.04,33.98
76398-95640,Whittier,CA,US,-118,33.94
9351-95997,Whittier,CA,US,-118.05,33.97
5680-182264,Whittier,CA,US,-118.01,33.95
9452-218446,Whittier,CA,US,-118.06,34
26334-244304,Whittier,CA,US,-118.06,33.99
74921-101340,Whittier,CA,US,-117.99,33.94
8657-94407,Whittier,CA,US,-118.03,33.96
6554-64459,Wildomar,CA,US,-117.24,33.6
73558-64899,Wildomar,CA,US,-117.24,33.6
10431-100556,Wildomar,CA,US,-117.25,33.59
79504-101843,Willits,CA,US,-123.35,39.4
3422-93760,Willows,CA,US,-122.21,39.53
9290-95131,Winchester,CA,US,-117.12,33.59
14542-117506,Windsor,CA,US,-122.82,38.55
5233-238080,Windsor,CA,US,-122.81,38.55
74823-99514,Windsor,CA,US,-122.81,38.55
22421-219665,Windsor,CA,US,-122.79,38.53
22254-218824,Woodland,CA,US,-121.75,38.68
6831-167846,Woodland,CA,US,-121.8,38.68
5740-156724,Woodland,CA,US,-121.73,38.67
76942-131146,Woodland,CA,US,-121.72,38.67
21086-180308,Woodland Hills,CA,US,-118.59,34.17
76329-95471,Woodland Hills,CA,US,-118.58,34.17
